
Stepsize =  1.0 fs
Thermostat = Andersen
Target Temperature = 100.0 K
Starting Temperature = 104.2811 K
Ar	0.0	0.0	0.0
Ar	0.0	0.0	4.4
Ar	0.0	0.0	8.8
Ar	0.0	0.0	13.200000000000001
Ar	0.0	0.0	17.6
Ar	0.0	4.4	0.0
Ar	0.0	4.4	4.4
Ar	0.0	4.4	8.8
Ar	0.0	4.4	13.200000000000001
Ar	0.0	4.4	17.6
Ar	0.0	8.8	0.0
Ar	0.0	8.8	4.4
Ar	0.0	8.8	8.8
Ar	0.0	8.8	13.200000000000001
Ar	0.0	8.8	17.6
Ar	0.0	13.200000000000001	0.0
Ar	0.0	13.200000000000001	4.4
Ar	0.0	13.200000000000001	8.8
Ar	0.0	13.200000000000001	13.200000000000001
Ar	0.0	13.200000000000001	17.6
Ar	0.0	17.6	0.0
Ar	0.0	17.6	4.4
Ar	0.0	17.6	8.8
Ar	0.0	17.6	13.200000000000001
Ar	0.0	17.6	17.6
Ar	4.4	0.0	0.0
Ar	4.4	0.0	4.4
Ar	4.4	0.0	8.8
Ar	4.4	0.0	13.200000000000001
Ar	4.4	0.0	17.6
Ar	4.4	4.4	0.0
Ar	4.4	4.4	4.4
Ar	4.4	4.4	8.8
Ar	4.4	4.4	13.200000000000001
Ar	4.4	4.4	17.6
Ar	4.4	8.8	0.0
Ar	4.4	8.8	4.4
Ar	4.4	8.8	8.8
Ar	4.4	8.8	13.200000000000001
Ar	4.4	8.8	17.6
Ar	4.4	13.200000000000001	0.0
Ar	4.4	13.200000000000001	4.4
Ar	4.4	13.200000000000001	8.8
Ar	4.4	13.200000000000001	13.200000000000001
Ar	4.4	13.200000000000001	17.6
Ar	4.4	17.6	0.0
Ar	4.4	17.6	4.4
Ar	4.4	17.6	8.8
Ar	4.4	17.6	13.200000000000001
Ar	4.4	17.6	17.6
Ar	8.8	0.0	0.0
Ar	8.8	0.0	4.4
Ar	8.8	0.0	8.8
Ar	8.8	0.0	13.200000000000001
Ar	8.8	0.0	17.6
Ar	8.8	4.4	0.0
Ar	8.8	4.4	4.4
Ar	8.8	4.4	8.8
Ar	8.8	4.4	13.200000000000001
Ar	8.8	4.4	17.6
Ar	8.8	8.8	0.0
Ar	8.8	8.8	4.4
Ar	8.8	8.8	8.8
Ar	8.8	8.8	13.200000000000001
Ar	8.8	8.8	17.6
Ar	8.8	13.200000000000001	0.0
Ar	8.8	13.200000000000001	4.4
Ar	8.8	13.200000000000001	8.8
Ar	8.8	13.200000000000001	13.200000000000001
Ar	8.8	13.200000000000001	17.6
Ar	8.8	17.6	0.0
Ar	8.8	17.6	4.4
Ar	8.8	17.6	8.8
Ar	8.8	17.6	13.200000000000001
Ar	8.8	17.6	17.6
Ar	13.200000000000001	0.0	0.0
Ar	13.200000000000001	0.0	4.4
